51.450723,-2.580676
51.450623,-2.580601
51.450711,-2.580600
51.450760,-2.580603
51.450661,-2.580610
51.450590,-2.580648
51.450641,-2.580597
51.450724,-2.580511
51.450642,-2.580572
51.450655,-2.580670
51.450601,-2.580762
51.450518,-2.580730
51.450534,-2.580685
51.450615,-2.580781
51.450694,-2.580780
51.450717,-2.580854
51.450712,-2.580827
51.450710,-2.580740
51.450797,-2.580740
51.450779,-2.580678
51.450782,-2.580680
51.450857,-2.580601
51.450784,-2.580555
51.450797,-2.580476
51.450761,-2.580426
51.450717,-2.580502
51.450662,-2.580447
51.450719,-2.580417
51.450681,-2.580317
51.450640,-2.580284
51.450593,-2.580299
51.450668,-2.580280
51.450624,-2.580230
51.450670,-2.580192
51.450660,-2.580195
51.450641,-2.580105
51.450544,-2.580142
51.450642,-2.580065
51.450546,-2.580145
51.450465,-2.580192
51.450404,-2.580213
51.450462,-2.580295
51.450438,-2.580317
51.450398,-2.580323
51.450496,-2.580274
51.450413,-2.580251
51.450352,-2.580275
51.450442,-2.580328
51.450423,-2.580233
51.450332,-2.580276
