51.457900,-2.544831
51.457945,-2.544767
51.457863,-2.544706
51.457842,-2.544775
51.457917,-2.544870
51.457998,-2.544866
51.458008,-2.544942
51.458062,-2.545025
51.458146,-2.545029
51.458094,-2.545072
51.458042,-2.545148
51.458009,-2.545059
51.457992,-2.544960
51.458069,-2.545006
51.458124,-2.545034
51.458112,-2.545126
51.458195,-2.545202
51.458287,-2.545142
51.458298,-2.545046
51.458235,-2.544976
51.458264,-2.545048
51.458313,-2.545065
51.458238,-2.545003
51.458236,-2.544941
51.458335,-2.544958
51.458394,-2.544875
51.458489,-2.544829
51.458535,-2.544882
51.458552,-2.544927
51.458585,-2.544903
51.458629,-2.544870
51.458725,-2.544835
51.458802,-2.544856
51.458707,-2.544915
51.458627,-2.544903
51.458717,-2.544937
51.458765,-2.544872
51.458857,-2.544938
51.458777,-2.544920
51.458737,-2.544971
51.458682,-2.544878
51.458691,-2.544921
51.458707,-2.544857
51.458770,-2.544860
51.458831,-2.544927
51.458845,-2.544858
51.458809,-2.544905
51.458878,-2.544944
51.458882,-2.545022
51.458823,-2.544978
