51.455309,-2.599864
51.455317,-2.599893
51.455321,-2.599950
51.455402,-2.599881
51.455351,-2.599799
51.455415,-2.599825
51.455398,-2.599727
51.455325,-2.599795
51.455250,-2.599875
51.455299,-2.599844
51.455296,-2.599864
51.455282,-2.599791
51.455331,-2.599788
51.455380,-2.599848
51.455479,-2.599866
51.455513,-2.599909
51.455563,-2.599898
51.455532,-2.599982
51.455443,-2.600024
51.455392,-2.599964
51.455292,-2.599867
51.455366,-2.599773
51.455370,-2.599723
51.455296,-2.599640
51.455255,-2.599717
51.455284,-2.599666
51.455304,-2.599758
51.455373,-2.599701
51.455379,-2.599723
51.455393,-2.599767
51.455384,-2.599833
51.455345,-2.599775
51.455389,-2.599777
51.455368,-2.599736
51.455453,-2.599743
51.455435,-2.599788
51.455424,-2.599693
51.455384,-2.599617
51.455347,-2.599709
51.455381,-2.599638
51.455447,-2.599695
51.455447,-2.599730
51.455358,-2.599694
51.455369,-2.599614
51.455439,-2.599661
51.455460,-2.599594
51.455390,-2.599537
51.455393,-2.599524
51.455317,-2.599620
51.455340,-2.599700
