51.457087,-2.542421
51.457159,-2.542490
51.457163,-2.542552
51.457151,-2.542599
51.457147,-2.542616
51.457103,-2.542612
51.457092,-2.542639
51.457188,-2.542682
51.457240,-2.542767
51.457190,-2.542858
51.457214,-2.542885
51.457242,-2.542893
51.457157,-2.542968
51.457191,-2.542987
51.457232,-2.542965
51.457287,-2.542898
51.457315,-2.542872
51.457324,-2.542941
51.457335,-2.543025
51.457277,-2.543000
51.457359,-2.543003
51.457368,-2.542962
51.457462,-2.542925
51.457511,-2.542900
51.457424,-2.542872
51.457397,-2.542960
51.457343,-2.542909
51.457272,-2.542996
51.457361,-2.543061
51.457264,-2.543055
51.457284,-2.543133
51.457193,-2.543162
51.457209,-2.543078
51.457202,-2.542983
51.457115,-2.543007
51.457156,-2.543095
51.457113,-2.543073
51.457037,-2.542998
51.456942,-2.542948
51.456872,-2.542988
51.456839,-2.543012
51.456930,-2.543105
51.456912,-2.543015
51.456928,-2.542952
51.456833,-2.542944
51.456909,-2.542951
51.456906,-2.543015
51.457004,-2.543012
51.456939,-2.543080
51.456914,-2.543030
