51.452367,-2.542767
51.452450,-2.542855
51.452394,-2.542908
51.452471,-2.542997
51.452503,-2.542929
51.452533,-2.542867
51.452491,-2.542796
51.452411,-2.542697
51.452473,-2.542794
51.452424,-2.542721
51.452368,-2.542784
51.452277,-2.542865
51.452274,-2.542956
51.452353,-2.542977
51.452302,-2.542912
51.452377,-2.542879
51.452450,-2.542972
51.452371,-2.543026
51.452425,-2.543102
51.452394,-2.543059
51.452426,-2.543004
51.452336,-2.542907
51.452420,-2.542957
51.452332,-2.542939
51.452361,-2.542896
51.452278,-2.542842
51.452333,-2.542749
51.452309,-2.542801
51.452221,-2.542857
51.452281,-2.542836
51.452376,-2.542852
51.452458,-2.542892
51.452435,-2.542868
51.452423,-2.542827
51.452337,-2.542733
51.452276,-2.542788
51.452313,-2.542771
51.452271,-2.542796
51.452273,-2.542818
51.452195,-2.542732
51.452188,-2.542710
51.452279,-2.542624
51.452376,-2.542559
51.452339,-2.542594
51.452299,-2.542525
51.452399,-2.542469
51.452493,-2.542474
51.452401,-2.542469
51.452313,-2.542516
51.452262,-2.542524
