51.452748,-2.580599
51.452677,-2.580631
51.452729,-2.580591
51.452789,-2.580534
51.452704,-2.580563
51.452723,-2.580497
51.452672,-2.580466
51.452751,-2.580554
51.452840,-2.580651
51.452801,-2.580614
51.452870,-2.580534
51.452911,-2.580601
51.453005,-2.580653
51.452981,-2.580656
51.452961,-2.580653
51.452950,-2.580731
51.452858,-2.580644
51.452912,-2.580623
51.452817,-2.580530
51.452883,-2.580505
51.452842,-2.580460
51.452838,-2.580516
51.452937,-2.580484
51.452892,-2.580488
51.452939,-2.580392
51.452961,-2.580474
51.453025,-2.580555
51.453067,-2.580538
51.453061,-2.580638
51.453067,-2.580566
51.453050,-2.580613
51.453082,-2.580627
51.453122,-2.580673
51.453179,-2.580677
51.453134,-2.580601
51.453185,-2.580613
51.453128,-2.580559
51.453080,-2.580477
51.453019,-2.580484
51.453056,-2.580530
51.452979,-2.580585
51.452898,-2.580585
51.452894,-2.580564
51.452937,-2.580584
51.453002,-2.580558
51.452911,-2.580595
51.452833,-2.580538
51.452860,-2.580495
51.452924,-2.580412
51.452907,-2.580389
