51.454248,-2.524435
51.454198,-2.524362
51.454216,-2.524321
51.454121,-2.524394
51.454130,-2.524441
51.454067,-2.524520
51.453985,-2.524514
51.453926,-2.524555
51.454011,-2.524619
51.454039,-2.524699
51.454026,-2.524652
51.454092,-2.524674
51.454014,-2.524664
51.454073,-2.524564
51.454140,-2.524559
51.454123,-2.524646
51.454062,-2.524655
51.454032,-2.524719
51.454106,-2.524748
51.454039,-2.524790
51.454088,-2.524700
51.454120,-2.524736
51.454121,-2.524817
51.454148,-2.524810
51.454107,-2.524796
51.454087,-2.524736
51.454058,-2.524775
51.453985,-2.524697
51.453966,-2.524624
51.454012,-2.524604
51.454075,-2.524571
51.454005,-2.524547
51.453919,-2.524467
51.453976,-2.524567
51.454062,-2.524623
51.454015,-2.524547
51.454107,-2.524599
51.454105,-2.524551
51.454106,-2.524644
51.454047,-2.524576
51.454117,-2.524481
51.454060,-2.524388
51.454074,-2.524300
51.453993,-2.524207
51.453969,-2.524285
51.453879,-2.524345
51.453949,-2.524347
51.454045,-2.524315
51.454000,-2.524286
51.453948,-2.524258
